orden,ORDEN,IDREGION,IDCDP,CODGEO,REGION,DEPROV,COMUNA,RBD,DVRBD,NOMBRE,ALUMNOS,DDCIA,DDCIA_N,RURALIDAD,RURALIDAD_N,GRUPO,GRUPO_N,ALUM_LEN,ALUM_MAT,ALUM_NAT,PROM_LEN,PROM_MAT,Nivel Logro,PROM_NAT,DIF_LEN,SIG_LEN,DIF_MAT,SIG_MAT,DIF_NAT,SIG_NAT,DIFGRU_LEN,SIGGRU_LEN,DIFGRU_MAT,SIGGRU_MAT,DIFGRU_NAT,SIGGRU_NAT
653,1772,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1708,6,Colegio Enrique Cárdenas Rivera,32,MC,1,U,1,A,0,32,31,30,247,220,Inicial,224,7,0,-14,0,9,0,7,1,-3,0,-3,0
654,1828,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1709,4,Escuela Básica Patricio Lynch Z.,17,MC,1,U,1,B,1,17,16,16,220,218,Inicial,218,-12,0,2,0,-2,0,-26,-1,-16,-1,-16,-1
655,1835,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1714,0,Escuela Básica Santa María de Agua Santa,7,MC,1,U,1,B,1,6,7,7,193,203,Inicial,197,-6,0,12,0,-32,-1,-53,-1,-31,-1,-31,-1
657,1820,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1718,3,Escuela Básica Eduardo Lezana Pincheira,30,MC,1,U,1,B,1,29,30,29,217,213,Inicial,227,-32,-1,-33,-1,-11,0,-29,-1,-21,-1,-21,-1
658,1819,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1722,1,Escuela Básica Doctor Aldo Francia Boido,21,MC,1,U,1,B,1,21,21,21,233,216,Inicial,206,-38,-1,-26,-1,-29,-1,-13,-1,-18,-1,-18,-1
659,1851,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1724,8,Escuela Presidente Eduardo Frei Montalva,30,MC,1,U,1,B,1,29,28,28,195,180,Inicial,193,-10,0,-7,0,-29,-1,-51,-1,-54,-1,-54,-1
661,1800,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1734,5,Colegio Rubén Castro Diurno,78,PS,4,U,1,D,3,78,78,78,296,295,Avanzado,286,-17,-1,-20,-1,-7,0,12,1,16,1,16,1
662,1857,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1738,8,Liceo Nuestra Señora de La Paz,81,PS,4,U,1,C,2,81,80,80,276,258,Intermedio,255,-2,0,9,0,-8,0,13,1,4,0,4,0
663,1859,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1741,8,Liceo Teresa de Los Andes,40,PS,4,U,1,D,3,37,40,40,247,245,Intermedio,260,-12,0,-20,-1,-12,0,-37,-1,-34,-1,-34,-1
664,1790,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1748,5,Colegio María Reina,84,PS,4,U,1,C,2,81,83,84,252,251,Intermedio,256,-2,0,10,1,2,0,-11,-1,-3,0,-3,0
665,1775,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1749,3,Colegio Excelentísimo Señor Cardenal Raúl Silva Henríquez,28,PS,4,U,1,C,2,27,28,26,260,252,Intermedio,259,18,1,25,1,21,1,-3,0,-2,0,-2,0
666,1850,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1752,3,Escuela Particular Santa Filomena,38,PS,4,U,1,C,2,38,38,38,263,249,Intermedio,258,-31,-1,-21,-1,-6,0,0,0,-5,0,-5,0
667,1758,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1755,8,Colegio Ana María Janer,98,PS,4,U,1,C,2,94,97,97,271,272,Intermedio,273,1,0,7,0,3,0,8,1,18,1,18,1
668,1764,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1756,6,Colegio Claudio Matte,49,PS,4,U,1,C,2,47,48,48,284,257,Intermedio,275,32,1,13,1,13,1,21,1,3,0,3,0
669,1517,5,53,5505,Región de Valparaíso,Valparaíso,Quilpué,1757,4,Colegio Aconcagua,158,PS,4,U,1,D,3,156,156,156,286,268,Intermedio,280,-5,0,-12,-1,-1,0,2,0,-11,-1,-11,-1
670,1807,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1759,0,Colegio San Luis,13,PS,4,U,1,C,2,13,13,13,235,197,Inicial,201,-2,0,-7,0,-45,-1,-28,-1,-57,-1,-57,-1
671,1755,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1767,1,Children's School,37,PS,4,U,1,B,1,35,31,34,193,187,Inicial,193,-12,0,-17,-1,3,0,-53,-1,-47,-1,-47,-1
672,1484,5,53,5509,Región de Valparaíso,Valparaíso,Concón,1769,8,Colegio Rayen Caven,28,PS,4,U,1,C,2,28,27,27,301,294,Avanzado,297,-13,0,-9,0,-7,0,38,1,40,1,40,1
673,1760,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1772,8,Colegio Blanca Vergara,40,PS,4,U,1,D,3,40,40,38,271,273,Intermedio,277,18,1,29,1,19,1,-13,-1,-6,-1,-6,-1
674,1868,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1774,4,Seminario San Rafael,47,PP,3,U,1,E,4,46,47,47,295,299,Avanzado,297,-15,-1,-7,0,1,0,-7,-1,-5,0,-5,0
675,1759,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1775,2,Colegio Árabe,13,PP,3,U,1,D,3,13,13,13,258,232,Inicial,236,-,,-,,-,,-26,-1,-47,-1,-47,-1
676,1865,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1776,0,Saint Peter's School,17,PP,3,U,1,E,4,17,17,17,313,293,Avanzado,309,8,0,-1,0,26,1,11,0,-11,-1,-11,-1
677,1811,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1778,7,Colegio Winterhill,22,PP,3,U,1,E,4,22,20,19,305,297,Avanzado,297,5,0,19,1,32,1,3,0,-7,0,-7,0
678,1478,5,53,5509,Región de Valparaíso,Valparaíso,Concón,1783,3,Colegio Británico Saint Margaret's S.A.,53,PP,3,U,1,E,4,52,52,52,304,295,Avanzado,287,-3,0,-7,0,8,0,2,0,-9,-1,-9,-1
679,1779,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1786,8,Colegio Inglés San Patricio,26,PP,3,U,1,D,3,26,26,26,277,264,Intermedio,278,-33,-1,-48,-1,-16,-1,-7,0,-15,-1,-15,-1
680,1778,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1787,6,Colegio Hebreo Dr. Jaim Weitzman,16,PP,3,U,1,E,4,16,16,16,307,286,Avanzado,301,2,0,-16,0,8,0,5,0,-18,-1,-18,-1
681,1871,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1788,4,The Mackay School,80,PP,3,U,1,E,4,79,79,78,302,304,Avanzado,306,-6,0,7,0,-7,0,0,0,0,0,0,0
682,1797,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1789,2,Colegio Profesor Huguet,15,PP,3,U,1,D,3,15,14,15,282,281,Intermedio,267,-,,-,,-5,0,-2,0,2,0,2,0
683,1802,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1792,2,Colegio Sagrados Corazones Monjas Francesas,20,PP,3,U,1,E,4,20,19,19,276,294,Avanzado,297,-23,-1,-6,0,28,1,-26,-1,-10,0,-10,0
684,1768,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1793,0,Colegio del Sagrado Corazón-Reñaca,22,PP,3,U,1,E,4,22,22,22,323,298,Avanzado,306,9,0,-17,0,9,0,21,1,-6,0,-6,0
685,1788,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1801,5,Colegio María Auxiliadora,13,PP,3,U,1,E,4,13,13,13,288,279,Intermedio,276,17,0,11,0,7,0,-14,-1,-25,-1,-25,-1
686,1855,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1803,1,Escuela Santa Teresita de Jesús,6,PP,3,U,1,D,3,6,6,6,289,258,Intermedio,266,-,,-,,-,,5,0,-21,-1,-21,-1
687,1578,5,53,5505,Región de Valparaíso,Valparaíso,Quilpué,1807,4,Jefferson School,24,PS,4,U,1,C,2,24,24,24,276,250,Intermedio,245,3,0,-15,0,-21,-1,13,1,-4,0,-4,0
688,1812,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1819,8,College Chretien Francais Le Beau Jour,18,PS,4,U,1,D,3,17,18,18,278,246,Intermedio,250,33,1,4,0,12,0,-6,0,-33,-1,-33,-1
689,1757,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1839,2,Colegio Alemán de Valparaíso,79,PP,3,U,1,E,4,78,77,77,315,309,Avanzado,310,14,1,11,0,1,0,13,1,5,0,5,0
690,1805,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1842,2,Colegio San Andrés,58,PS,4,U,1,C,2,56,58,58,259,238,Intermedio,257,15,1,15,1,1,0,-4,0,-16,-1,-16,-1
691,1794,5,53,5502,Región de Valparaíso,Valparaíso,Viña del Mar,1847,3,Colegio Particular Saint Michael,14,PS,4,U,1,B,1,14,14,14,254,252,Intermedio,252,-11,0,1,0,38,1,8,0,18,1,18,1
692,1592,5,53,5503,Región de Valparaíso,Valparaíso,Quintero,1853,8,Escuela Básica Lidia Iratchet Zavala,37,MD,2,U,1,B,1,36,36,37,228,214,Inicial,222,-2,0,5,0,1,0,-18,-1,-20,-1,-20,-1
694,1588,5,53,5503,Región de Valparaíso,Valparaíso,Quintero,1858,9,Colegio Don Orione,72,PS,4,U,1,C,2,72,72,71,233,224,Inicial,238,-37,-1,-29,-1,-27,-1,-30,-1,-30,-1,-30,-1
695,1502,5,53,5504,Región de Valparaíso,Valparaíso,Puchuncaví,1864,3,Complejo Educacional Sargento Aldea,42,MD,2,U,1,C,2,41,41,41,263,261,Intermedio,265,-19,-1,-16,-1,43,1,0,0,7,1,7,1
696,1508,5,53,5504,Región de Valparaíso,Valparaíso,Puchuncaví,1867,8,Escuela Básica La Greda,16,MD,2,R,0,B,1,16,16,16,204,212,Inicial,214,-65,-1,-51,-1,-10,0,-42,-1,-22,-1,-22,-1
697,1507,5,53,5504,Región de Valparaíso,Valparaíso,Puchuncaví,1868,6,Escuela Básica La Chocota,23,MD,2,R,0,B,1,23,23,23,245,256,Intermedio,248,-46,-1,-20,-1,-34,-1,-1,0,22,1,22,1
699,1506,5,53,5504,Región de Valparaíso,Valparaíso,Puchuncaví,1873,2,Escuela Básica Horcón,8,MD,2,R,0,B,1,8,8,8,242,243,Intermedio,231,-,,15,0,-28,-1,-4,0,9,0,9,0
703,1555,5,53,5505,Región de Valparaíso,Valparaíso,Quilpué,1880,5,Colegio Técnico Andrés Bello López,19,MC,1,U,1,B,1,19,19,19,210,192,Inicial,214,-11,0,-17,0,-14,0,-36,-1,-42,-1,-42,-1
704,1560,5,53,5505,Región de Valparaíso,Valparaíso,Quilpué,1885,6,Escuela Básica Capitán Ignacio Carrera Pinto,17,MC,1,U,1,B,1,17,17,17,235,227,Inicial,249,-24,-1,-37,-1,4,0,-11,-1,-7,0,-7,0
705,1533,5,53,5505,Región de Valparaíso,Valparaíso,Quilpué,1887,2,Colegio Guillermo Zañartu Irigoyen,67,MC,1,U,1,C,2,62,65,66,236,224,Inicial,222,-15,-1,-13,-1,-16,-1,-27,-1,-30,-1,-30,-1
706,1561,5,53,5505,Región de Valparaíso,Valparaíso,Quilpué,1888,0,Escuela Básica Comandante Eleuterio Ramírez M.,34,MC,1,U,1,B,1,34,34,34,259,234,Intermedio,239,25,1,10,0,4,0,13,1,0,0,0,0
707,1566,5,53,5505,Región de Valparaíso,Valparaíso,Quilpué,1891,0,Escuela Básica Jorge Rock Lara,24,MC,1,U,1,B,1,21,24,24,188,189,Inicial,206,-59,-1,-45,-1,-20,-1,-58,-1,-45,-1,-45,-1
708,1565,5,53,5505,Región de Valparaíso,Valparaíso,Quilpué,1892,9,Escuela Básica Gaspar Cabrales,28,MC,1,U,1,B,1,26,28,28,234,220,Inicial,226,33,1,34,1,0,0,-12,-1,-14,-1,-14,-1
709,1562,5,53,5505,Región de Valparaíso,Valparaíso,Quilpué,1893,7,Escuela Básica Darío Salas,25,MC,1,U,1,B,1,25,25,24,209,216,Inicial,208,-8,0,-5,0,-5,0,-37,-1,-18,-1,-18,-1
710,1583,5,53,5505,Región de Valparaíso,Valparaíso,Quilpué,1895,3,Liceo Técnico Profesional Mannheim,20,MC,1,U,1,B,1,20,18,18,240,246,Intermedio,228,0,0,24,1,-6,0,-6,0,12,1,12,1
711,1577,5,53,5505,Región de Valparaíso,Valparaíso,Quilpué,1898,8,Escuela Theodor Heuss,27,MC,1,U,1,A,0,27,27,27,220,192,Inicial,215,-8,0,-36,-1,-5,0,-20,-1,-31,-1,-31,-1
712,1571,5,53,5505,Región de Valparaíso,Valparaíso,Quilpué,1899,6,Escuela Básica Teniente Serrano M.,29,MC,1,R,0,B,1,28,28,28,237,223,Inicial,226,-15,0,-26,-1,7,0,-9,0,-11,-1,-11,-1
713,1568,5,53,5505,Región de Valparaíso,Valparaíso,Quilpué,1900,3,Escuela Básica Los Molles de Marga Marga,7,MC,1,R,0,B,1,7,7,7,231,216,Inicial,216,-,,12,0,6,0,-15,0,-18,0,-18,0
714,1572,5,53,5505,Región de Valparaíso,Valparaíso,Quilpué,1903,8,Escuela Básica Vicente Edwards Pinto,7,MC,1,R,0,B,1,7,6,6,238,219,Inicial,210,-,,-,,-,,-8,0,-15,0,-15,0
716,1538,5,53,5505,Región de Valparaíso,Valparaíso,Quilpué,1909,7,Colegio Liahona,78,PS,4,U,1,D,3,76,77,77,288,286,Avanzado,291,5,0,0,0,-15,-1,4,0,7,1,7,1
717,1582,5,53,5505,Región de Valparaíso,Valparaíso,Quilpué,1914,3,Liceo Juan XXIII El Belloto,120,PS,4,U,1,D,3,119,119,118,274,281,Intermedio,288,-10,-1,-10,0,-2,0,-10,-1,2,0,2,0
718,1575,5,53,5505,Región de Valparaíso,Valparaíso,Quilpué,1917,8,Escuela Particular Exequiel Puelma Silva,22,PS,4,U,1,C,2,21,21,21,244,220,Inicial,244,4,0,3,0,13,0,-19,-1,-34,-1,-34,-1
719,1558,5,53,5505,Región de Valparaíso,Valparaíso,Quilpué,1918,6,Colegio William Shakespeare,9,PS,4,U,1,C,2,9,9,9,270,250,Intermedio,255,15,0,6,0,-,,7,0,-4,0,-4,0
720,1584,5,53,5505,Región de Valparaíso,Valparaíso,Quilpué,1922,4,Sun Valley School,21,PS,4,U,1,B,1,21,20,20,278,265,Intermedio,282,31,1,32,1,35,1,32,1,31,1,31,1
721,1576,5,53,5505,Región de Valparaíso,Valparaíso,Quilpué,1924,0,Escuela Particular Infantes del Sol,26,PS,4,U,1,C,2,26,26,26,252,242,Intermedio,241,1,0,14,0,-13,0,-11,-1,-12,-1,-12,-1
722,1516,5,53,5505,Región de Valparaíso,Valparaíso,Quilpué,1930,5,Abraham Lincoln Memorial College,37,PS,4,U,1,C,2,35,36,35,259,228,Inicial,237,-14,-1,-25,-1,-29,-1,-4,0,-26,-1,-26,-1
723,1524,5,53,5505,Región de Valparaíso,Valparaíso,Quilpué,1937,2,Colegio Coeducacional Particular Quilpué,24,PP,3,U,1,E,4,24,24,24,284,288,Avanzado,296,5,0,-3,0,-17,-1,-18,-1,-16,-1,-16,-1
724,1529,5,53,5505,Región de Valparaíso,Valparaíso,Quilpué,1941,0,Colegio El Belloto,29,PS,4,U,1,C,2,29,29,29,264,265,Intermedio,250,-5,0,8,0,-2,0,1,0,11,1,11,1
725,1751,5,53,5506,Región de Valparaíso,Valparaíso,Villa Alemana,1959,3,Windmill College Anexo,69,MC,1,U,1,C,2,69,69,69,241,244,Intermedio,248,-6,0,11,1,-16,-1,-22,-1,-10,-1,-10,-1
726,1739,5,53,5506,Región de Valparaíso,Valparaíso,Villa Alemana,1960,7,Escuela Básica Manuel Baquedano,21,MC,1,U,1,B,1,19,20,20,224,223,Inicial,219,6,0,22,1,-11,0,-22,-1,-11,-1,-11,-1
727,1738,5,53,5506,Región de Valparaíso,Valparaíso,Villa Alemana,1961,5,Escuela Básica Latina Inés Gallardo Orellana,45,MC,1,U,1,B,1,45,44,44,241,214,Inicial,217,-11,0,-6,0,2,0,-5,0,-20,-1,-20,-1
728,1743,5,53,5506,Región de Valparaíso,Valparaíso,Villa Alemana,1963,1,Escuela Diego Barros Arana,29,MC,1,U,1,C,2,28,29,29,232,240,Intermedio,220,1,0,27,1,17,1,-31,-1,-14,-1,-14,-1
729,1735,5,53,5506,Región de Valparaíso,Valparaíso,Villa Alemana,1966,6,Escuela Básica Catalunya,19,MC,1,U,1,B,1,18,19,19,229,247,Intermedio,250,-31,-1,1,0,3,0,-17,-1,13,1,13,1
730,1748,5,53,5506,Región de Valparaíso,Valparaíso,Villa Alemana,1967,4,Liceo Técnico Profesional Mary Graham,73,MC,1,U,1,C,2,72,72,72,256,257,Intermedio,253,2,0,24,1,-14,-1,-7,-1,3,0,3,0
731,1736,5,53,5506,Región de Valparaíso,Valparaíso,Villa Alemana,1970,4,Escuela Básica Diego Portales,23,MC,1,U,1,B,1,23,23,23,258,254,Intermedio,248,18,1,30,1,21,1,12,1,20,1,20,1
732,1737,5,53,5506,Región de Valparaíso,Valparaíso,Villa Alemana,1971,2,Escuela Básica F-406,42,MC,1,U,1,B,1,39,42,42,211,212,Inicial,233,-32,-1,-24,-1,-7,0,-35,-1,-22,-1,-22,-1
733,1746,5,53,5506,Región de Valparaíso,Valparaíso,Villa Alemana,1973,9,Escuela Vice Almirante Arturo Wilson Navarrete,6,MC,1,U,1,C,2,6,6,6,282,278,Intermedio,254,52,1,73,1,21,0,19,0,24,1,24,1
734,1745,5,53,5506,Región de Valparaíso,Valparaíso,Villa Alemana,1975,5,Escuela Juan Bautista Alberdi,37,MC,1,U,1,C,2,37,34,33,244,242,Intermedio,242,-5,0,7,0,9,0,-19,-1,-12,-1,-12,-1
735,1742,5,53,5506,Región de Valparaíso,Valparaíso,Villa Alemana,1976,3,Escuela Básica Patagual,7,MC,1,R,0,B,1,7,7,7,269,257,Intermedio,264,24,0,29,0,-,,23,1,23,1,23,1
736,1726,5,53,5506,Región de Valparaíso,Valparaíso,Villa Alemana,1977,1,Colegio Nacional,56,PS,4,U,1,D,3,55,55,55,283,274,Intermedio,272,-5,0,-8,0,-1,0,-1,0,-5,0,-5,0
737,1731,5,53,5506,Región de Valparaíso,Valparaíso,Villa Alemana,1982,8,Colegio Religiosas Hospitalarias San José,12,PS,4,U,1,C,2,11,12,12,246,222,Inicial,242,-18,0,-25,-1,-18,0,-17,-1,-32,-1,-32,-1
738,1744,5,53,5506,Región de Valparaíso,Valparaíso,Villa Alemana,1985,2,Escuela El Buen Camino,14,PS,4,U,1,A,0,14,14,14,195,179,Inicial,190,-16,0,-4,0,13,0,-45,-1,-44,-1,-44,-1
739,1729,5,53,5506,Región de Valparaíso,Valparaíso,Villa Alemana,1987,9,Colegio Nuevo Chileno Británico,11,PS,4,U,1,C,2,11,11,11,254,215,Inicial,238,9,0,-11,0,12,0,-9,0,-39,-1,-39,-1
740,1750,5,53,5506,Región de Valparaíso,Valparaíso,Villa Alemana,1988,7,Scuola Italiana Girolamo Longhi,22,PP,3,U,1,D,3,22,22,22,288,292,Avanzado,282,-5,0,6,0,-12,0,4,0,13,1,13,1
741,1747,5,53,5506,Región de Valparaíso,Valparaíso,Villa Alemana,1989,5,Internado Alemán,21,PP,3,U,1,D,3,21,21,21,300,301,Avanzado,296,-2,0,16,0,11,0,16,1,22,1,22,1
742,1467,5,53,5507,Región de Valparaíso,Valparaíso,Casablanca,1997,6,Escuela Básica Domingo Ortiz de Rozas,42,MD,2,U,1,C,2,41,42,42,250,246,Intermedio,245,-25,-1,-16,-1,0,0,-13,-1,-8,-1,-8,-1
744,1473,5,53,5507,Región de Valparaíso,Valparaíso,Casablanca,2003,6,Escuela Básica San Pedro de Quintay,11,MD,2,R,0,B,1,11,11,10,247,240,Intermedio,252,-16,0,-22,-1,-5,0,1,0,6,0,6,0
745,1468,5,53,5507,Región de Valparaíso,Valparaíso,Casablanca,2004,4,Escuela Básica Francisco Antonio Echeverría,6,MD,2,R,0,C,2,5,6,6,-,223,Inicial,222,-,,-,,-,,-,,-31,-1,-31,-1
746,1465,5,53,5507,Región de Valparaíso,Valparaíso,Casablanca,2006,0,Escuela Alberto Hurtado Cruchaga,9,MD,2,R,0,A,0,8,8,8,208,198,Inicial,192,-28,0,0,0,-,,-32,-1,-25,-1,-25,-1
747,1463,5,53,5507,Región de Valparaíso,Valparaíso,Casablanca,2007,9,Colegio Julio Montt Salamanca,23,PS,4,U,1,C,2,23,23,23,249,240,Intermedio,245,-40,-1,-42,-1,2,0,-14,-1,-14,-1,-14,-1
748,1474,5,53,5507,Región de Valparaíso,Valparaíso,Casablanca,2008,7,Escuela Purísima de Lo Vásquez,21,PS,4,R,0,C,2,21,20,20,257,242,Intermedio,245,-9,0,10,0,36,1,-6,0,-12,-1,-12,-1
749,1497,5,53,5508,Región de Valparaíso,Valparaíso,Juan Fernández,2009,5,Colegio Insular Robinson Crusoe,9,MD,2,R,0,D,3,9,9,9,290,286,Avanzado,302,61,1,79,1,58,1,6,0,7,0,7,0
750,1277,5,54,5601,Región de Valparaíso,San Antonio,San Antonio,2018,4,Escuela Movilizadores Portuarios,66,MD,2,U,1,B,1,63,65,65,224,222,Inicial,213,-19,-1,-1,0,-13,-1,-22,-1,-12,-1,-12,-1
751,1268,5,54,5601,Región de Valparaíso,San Antonio,San Antonio,2019,2,Escuela Básica España,45,MD,2,U,1,B,1,45,45,45,260,229,Inicial,239,40,1,27,1,2,0,14,1,-5,0,-5,0
752,1282,5,54,5601,Región de Valparaíso,San Antonio,San Antonio,2020,6,Grupo Escolar Sor Teresa de Los Andes,29,MD,2,U,1,B,1,28,29,29,246,221,Inicial,224,10,0,-7,0,24,1,0,0,-13,-1,-13,-1
753,1270,5,54,5601,Región de Valparaíso,San Antonio,San Antonio,2021,4,Escuela Básica Padre André Coindre,81,MD,2,U,1,B,1,78,77,76,237,216,Inicial,223,22,1,14,1,5,0,-9,-1,-18,-1,-18,-1
754,1274,5,54,5601,Región de Valparaíso,San Antonio,San Antonio,2022,2,Escuela Básica San José de Calasanz,17,MD,2,U,1,B,1,17,17,17,210,198,Inicial,199,2,0,-3,0,-38,-1,-36,-1,-36,-1,-36,-1
755,1249,5,54,5601,Región de Valparaíso,San Antonio,San Antonio,2023,0,Colegio Cristo del Maipo,21,MD,2,U,1,A,0,20,20,20,240,208,Inicial,228,7,0,11,0,26,1,0,0,-15,-1,-15,-1
756,1271,5,54,5601,Región de Valparaíso,San Antonio,San Antonio,2024,9,Escuela Básica Pedro Viveros 0rmeño,9,MD,2,U,1,A,0,8,9,9,250,217,Inicial,229,27,0,45,1,2,0,10,0,-6,0,-6,0
757,1264,5,54,5601,Región de Valparaíso,San Antonio,San Antonio,2026,5,Escuela Básica Cerro Placilla,53,MD,2,U,1,B,1,51,52,52,237,234,Intermedio,243,-12,0,-11,0,31,1,-9,-1,0,0,0,0
758,1272,5,54,5601,Región de Valparaíso,San Antonio,San Antonio,2027,3,Escuela Básica Poeta Huidobro,18,MD,2,U,1,B,1,18,18,18,213,175,Inicial,199,-39,-1,-51,-1,-44,-1,-33,-1,-59,-1,-59,-1
760,1265,5,54,5601,Región de Valparaíso,San Antonio,San Antonio,2035,4,Escuela Básica Cuncumén,9,MD,2,R,0,B,1,9,9,9,281,276,Intermedio,267,-30,-1,-14,0,21,0,35,1,42,1,42,1
763,1286,5,54,5601,Región de Valparaíso,San Antonio,San Antonio,2040,0,Liceo Nacional de Llo Lleo,69,PS,4,U,1,C,2,69,69,69,264,251,Intermedio,258,-5,0,-2,0,-9,0,1,0,-3,0,-3,0
764,1287,5,54,5601,Región de Valparaíso,San Antonio,San Antonio,2041,9,Liceo Santa Teresita de Llo Lleo,87,PS,4,U,1,C,2,87,86,86,279,265,Intermedio,261,-13,-1,-11,-1,-22,-1,16,1,11,1,11,1
765,1283,5,54,5601,Región de Valparaíso,San Antonio,San Antonio,2042,7,Instituto del Puerto,85,PS,4,U,1,D,3,84,84,83,303,307,Avanzado,300,9,0,32,1,10,0,19,1,28,1,28,1
766,1285,5,54,5601,Región de Valparaíso,San Antonio,San Antonio,2045,1,Liceo Gabriela Mistral,41,PS,4,U,1,D,3,40,41,41,305,289,Avanzado,296,2,0,8,0,7,0,21,1,10,1,10,1
767,1254,5,54,5601,Región de Valparaíso,San Antonio,San Antonio,2049,4,Colegio Fundación Educacional Fernández León,43,PS,4,U,1,D,3,43,43,43,295,277,Intermedio,281,-16,-1,-11,0,26,1,11,1,-2,0,-2,0
768,1256,5,54,5601,Región de Valparaíso,San Antonio,San Antonio,2050,8,Colegio Nuestra Señora de Pompeya,37,PS,4,U,1,C,2,37,37,37,280,271,Intermedio,270,26,1,21,1,12,0,17,1,17,1,17,1
769,1261,5,54,5601,Región de Valparaíso,San Antonio,San Antonio,2052,4,Colegio Providencia,34,PS,4,U,1,C,2,33,33,33,257,241,Intermedio,248,10,0,12,0,-2,0,-6,0,-13,-1,-13,-1
771,1259,5,54,5601,Región de Valparaíso,San Antonio,San Antonio,2055,9,Colegio Particular El Retiro,40,PS,4,U,1,C,2,39,40,40,275,263,Intermedio,276,-1,0,17,1,20,1,12,1,9,1,9,1
772,1278,5,54,5601,Región de Valparaíso,San Antonio,San Antonio,2057,5,Escuela Particular María Konig,22,PS,4,U,1,B,1,22,22,22,247,222,Inicial,219,-4,0,8,0,-17,0,1,0,-12,-1,-12,-1
773,1229,5,54,5602,Región de Valparaíso,San Antonio,Cartagena,2066,4,Escuela Eugenia Subercaseaux,44,MD,2,R,0,C,2,44,44,44,258,230,Inicial,242,-4,0,-10,0,10,0,-5,0,-24,-1,-24,-1
774,1228,5,54,5602,Región de Valparaíso,San Antonio,Cartagena,2068,0,Escuela Carmen Romero Aguirre,9,MD,2,R,0,B,1,9,9,9,263,254,Intermedio,233,61,1,56,1,12,0,17,1,20,1,20,1
777,1243,5,54,5603,Región de Valparaíso,San Antonio,El Tabo,2075,3,Colegio El Tabo,37,MD,2,U,1,C,2,37,37,37,248,227,Inicial,248,13,0,13,0,10,0,-15,-1,-27,-1,-27,-1
778,1239,5,54,5604,Región de Valparaíso,San Antonio,El Quisco,2079,6,Escuela Básica Poeta Neruda de Isla Negra,34,MD,2,R,0,C,2,34,32,31,266,262,Intermedio,269,-1,0,28,1,18,1,3,0,8,1,8,1
779,1238,5,54,5604,Región de Valparaíso,San Antonio,El Quisco,2081,8,Escuela Básica El Totoral,24,MD,2,R,0,C,2,24,24,24,245,233,Intermedio,237,23,1,16,0,-20,-1,-18,-1,-21,-1,-21,-1
780,1240,5,54,5604,Región de Valparaíso,San Antonio,El Quisco,2083,4,Escuela Particular San Miguel Arcángel,42,PS,4,U,1,C,2,42,41,41,252,252,Intermedio,249,-6,0,15,1,2,0,-11,-1,-2,0,-2,0
781,1218,5,54,5605,Región de Valparaíso,San Antonio,Algarrobo,2084,2,Colegio Carlos Alessandri Altamirano,50,MD,2,U,1,B,1,47,48,48,245,220,Inicial,226,7,0,18,1,6,0,-1,0,-14,-1,-14,-1
784,1220,5,54,5605,Región de Valparaíso,San Antonio,Algarrobo,2090,7,Colegio Teresa de Los Andes,42,PS,4,U,1,C,2,39,42,42,262,248,Intermedio,259,5,0,3,0,3,0,-1,0,-6,0,-6,0
